iShares Core S&P Total U.S. Stock Market ETF
Fund Holdings as of,"Apr 29, 2020"
Inception Date,"Jan 20, 2004"
Shares Outstanding,"366,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"SRI","STONERIDGE INC","Equity","0.00","20.02","21,771.00","435,855.42","435,855.42","Consumer Discretionary","2111977","US86183P1021","New York Stock Exchange Inc."
"ABTX","ALLEGIANCE BANCSHARES INC","Equity","0.00","27.91","15,649.00","436,763.59","436,763.59","Financials","BYV3856","US01748H1077","NASDAQ"
"CMCO","COLUMBUS MCKINNON CORP","Equity","0.00","29.09","14,887.00","433,062.83","433,062.83","Industrials","2211071","US1993331057","NASDAQ"
"VECO","VEECO INSTRUMENTS INC","Equity","0.00","11.82","36,702.00","433,817.64","433,817.64","Information Technology","2938422","US9224171002","NASDAQ"
"TILE","INTERFACE INC","Equity","0.00","9.94","43,719.00","434,566.86","434,566.86","Industrials","B86V808","US4586653044","NASDAQ"
"PLYM","PLYMOUTH INDUSTRIAL REIT INC","Equity","0.00","14.61","29,758.00","434,764.38","434,764.38","Real Estate","BF43645","US7296401026","New York Stock Exchange Inc."
"WNC","WABASH NATIONAL CORP","Equity","0.00","8.40","51,429.00","432,003.60","432,003.60","Industrials","2932048","US9295661071","New York Stock Exchange Inc."
"FSP","FRANKLIN STREET PROPERTIES REIT CO","Equity","0.00","5.86","73,556.00","431,038.16","431,038.16","Real Estate","B02T2D1","US35471R1068","Nyse Mkt Llc"
"SPAR","SPARTAN MOTORS INC","Equity","0.00","14.98","28,761.00","430,839.78","430,839.78","Industrials","2832535","US8468191007","NASDAQ"
"SIGA","SIGA TECHNOLOGIES INC","Equity","0.00","5.80","74,433.00","431,711.40","431,711.40","Health Care","2107437","US8269171067","NASDAQ"
"CBNK","CAPITAL BANCORP INC","Equity","0.00","12.06","35,820.00","431,989.20","431,989.20","Financials","BGQT8S6","US1397371006","NASDAQ"
"GNTY","GUARANTY BANCSHARES INC","Equity","0.00","28.54","15,148.00","432,323.92","432,323.92","Financials","2503035","US4007641065","NASDAQ"
"AMK","ASSETMARK FINANCIAL HOLDINGS INC","Equity","0.00","24.00","17,893.00","429,432.00","429,432.00","Financials","BKF9D68","US04546L1061","New York Stock Exchange Inc."
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Equity","0.00","9.82","43,630.00","428,446.60","428,446.60","Financials","2351546","US3198291078","New York Stock Exchange Inc."
"MORF","MORPHIC HOLDING INC","Equity","0.00","15.10","28,363.00","428,281.30","428,281.30","Health Care","BK8M4J4","US61775R1059","NASDAQ"
"AOBC","AMERICAN OUTDOOR BRANDS CORP","Equity","0.00","9.80","43,515.00","426,447.00","426,447.00","Consumer Discretionary","BD8ZGK9","US02874P1030","NASDAQ"
"RLGY","REALOGY HOLDINGS CORP","Equity","0.00","4.60","92,864.00","427,174.40","427,174.40","Real Estate","B5T0CW1","US75605Y1064","New York Stock Exchange Inc."
"ICHR","ICHOR HOLDINGS LTD","Equity","0.00","26.68","16,043.00","428,027.24","428,027.24","Information Technology","BD2B5Y0","KYG4740B1059","NASDAQ"
"MVBF","MONONGAHELA POWER CORP","Equity","0.00","14.27","29,683.00","423,576.41","423,576.41","Financials","B00BYZ5","US5538101024","NASDAQ"
"MYRG","MYR GROUP INC","Equity","0.00","28.35","14,947.00","423,747.45","423,747.45","Industrials","B3CLS18","US55405W1045","NASDAQ"
"RTRX","RETROPHIN INC","Equity","0.00","15.90","26,699.00","424,514.10","424,514.10","Health Care","B95XCC2","US7612991064","NASDAQ"
"CTMX","CYTOMX THERAPEUTICS INC","Equity","0.00","10.99","38,318.00","421,114.82","421,114.82","Health Care","BYWVTY5","US23284F1057","NASDAQ"
"SXI","STANDEX INTERNATIONAL CORP","Equity","0.00","54.21","7,807.00","423,217.47","423,217.47","Industrials","2840174","US8542311076","New York Stock Exchange Inc."
"VIACA","VIACOMCBS INC CLASS A","Equity","0.00","21.66","19,384.00","419,857.44","419,857.44","Communication","BKTNTP7","US92556H1077","NASDAQ"
"CALX","CALIX NETWORKS INC","Equity","0.00","11.50","36,428.00","418,922.00","418,922.00","Information Technology","B3S4L67","US13100M5094","New York Stock Exchange Inc."
"RLMD","RELMADA THERAPEUTICS INC","Equity","0.00","41.97","9,987.00","419,154.39","419,154.39","Health Care","BK71LV3","US75955J4022","NASDAQ"
"FWONA","LIBERTY MEDIA FORMULA ONE CORP SER","Equity","0.00","30.36","13,837.00","420,091.32","420,091.32","Communication","BD72R64","US5312298707","NASDAQ"
"IIIN","INSTEEL INDUSTRIES INC","Equity","0.00","18.75","22,445.00","420,843.75","420,843.75","Industrials","2325875","US45774W1080","NASDAQ"
"PLT","PLANTRONICS INC","Equity","0.00","14.59","28,530.00","416,252.70","416,252.70","Information Technology","2692030","US7274931085","New York Stock Exchange Inc."
"HCC","WARRIOR MET COAL INC","Equity","0.00","13.03","32,087.00","418,093.61","418,093.61","Materials","BF2X272","US93627C1018","New York Stock Exchange Inc."
"FNCB","FNCB BANCORP INC","Equity","0.00","6.86","60,749.00","416,738.14","416,738.14","Financials","BD8NPB7","US3025781093","NASDAQ"
"NRC","NATIONAL RESEARCH CORP","Equity","0.00","55.71","7,483.00","416,877.93","416,877.93","Health Care","B8W3QK4","US6373722023","NASDAQ"
"CWBR","COHBAR INC","Equity","0.00","2.72","153,510.00","417,547.20","417,547.20","Health Care","BVRZKJ3","US19249J1097","NASDAQ"
"EBF","ENNIS INC","Equity","0.00","19.51","21,409.00","417,689.59","417,689.59","Industrials","2316103","US2933891028","New York Stock Exchange Inc."
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Equity","0.00","32.52","12,757.00","414,857.64","414,857.64","Health Care","BJ5FZ74","US00650F1093","NASDAQ"
"CYRX","CRYOPORT INC","Equity","0.00","20.01","20,765.00","415,507.65","415,507.65","Health Care","BY2ZKK0","US2290503075","NASDAQ"
"NODK","NI HOLDINGS INC","Equity","0.00","13.60","30,582.00","415,915.20","415,915.20","Financials","BF2CWX5","US65342T1060","NASDAQ"
"ATRA","ATARA BIOTHERAPEUTICS INC","Equity","0.00","8.53","48,322.00","412,186.66","412,186.66","Health Care","BP4WT09","US0465131078","NASDAQ"
"INSG","INSEEGO CORP","Equity","0.00","13.12","31,495.00","413,214.40","413,214.40","Information Technology","BYWSY52","US45782B1044","NASDAQ"
"CDXS","CODEXIS INC","Equity","0.00","11.81","35,000.00","413,350.00","413,350.00","Health Care","B5LL2C2","US1920051067","NASDAQ"
"VRS","VERSO CORP CLASS A","Equity","0.00","14.71","28,118.00","413,615.78","413,615.78","Materials","BYN9TR1","US92531L2079","New York Stock Exchange Inc."
"ARCH","ARCH COAL INC CLASS A","Equity","0.00","28.44","14,424.00","410,218.56","410,218.56","Energy","BYYHNV6","US0393804077","New York Stock Exchange Inc."
"BRKL","BROOKLINE BANCORP INC","Equity","0.00","11.90","34,424.00","409,645.60","409,645.60","Financials","2967675","US11373M1071","NASDAQ"
"NXGN","NEXTGEN HEALTHCARE INC","Equity","0.00","11.38","36,017.00","409,873.46","409,873.46","Health Care","BF5L3D6","US65343C1027","NASDAQ"
"VKTX","VIKING THERAPEUTICS INC","Equity","0.00","6.20","66,126.00","409,981.20","409,981.20","Health Care","BQQG1V1","US92686J1060","NASDAQ"
"CRVL","CORVEL CORP","Equity","0.00","54.53","7,463.00","406,957.39","406,957.39","Health Care","2347277","US2210061097","NASDAQ"
"JCAP","JERNIGAN CAPITAL INC","Equity","0.00","13.50","30,169.00","407,281.50","407,281.50","Real Estate","BWD23P2","US4764051052","New York Stock Exchange Inc."
"BFC","BANK FIRST CORP","Equity","0.00","55.65","7,323.00","407,524.95","407,524.95","Financials","BNZLBS3","US06211J1007","NASDAQ"
"UPWK","UPWORK INC","Equity","0.00","9.03","44,760.00","404,182.80","404,182.80","Industrials","BGRFWV4","US91688F1049","NASDAQ"
"RUBI","THE RUBICON PROJECT INC","Equity","0.00","7.36","55,085.00","405,425.60","405,425.60","Consumer Discretionary","BKXNFW2","US78112V1026","New York Stock Exchange Inc."
"NCBS","NICOLET BANKSHARES INC","Equity","0.00","57.96","7,013.00","406,473.48","406,473.48","Financials","2012865","US65406E1029","NASDAQ"
"GLDD","GREAT LAKES DREDGE AND DOCK CORP","Equity","0.00","9.10","44,314.00","403,257.40","403,257.40","Industrials","B1LDZK9","US3906071093","NASDAQ"
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","Equity","0.00","19.08","21,182.00","404,152.56","404,152.56","Financials","2912374","US91359V1070","New York Stock Exchange Inc."
"PRTA","PROTHENA PLC","Equity","0.00","11.13","35,985.00","400,513.05","400,513.05","Health Care","B91XRN2","IE00B91XRN20","NASDAQ"
"ATEX","ANTERIX INC","Equity","0.00","53.49","7,500.00","401,175.00","401,175.00","Communication","BJVNMJ3","US03676C1009","NASDAQ"
"PNTG","PENNANT GROUP INC","Equity","0.00","20.19","19,878.00","401,336.82","401,336.82","Health Care","BKTC976","US70805E1091","NASDAQ"
"ANDE","ANDERSONS INC","Equity","0.00","18.49","21,724.00","401,676.76","401,676.76","Consumer Staples","2274922","US0341641035","NASDAQ"
"RMAX","RE MAX HOLDINGS INC CLASS A","Equity","0.00","27.52","14,428.00","397,058.56","397,058.56","Real Estate","BF23JJ3","US75524W1080","New York Stock Exchange Inc."
"ATRS","ANTARES PHARMA INC","Equity","0.00","3.40","116,801.00","397,123.40","397,123.40","Health Care","2383163","US0366421065","NASDAQ"
"RWT","REDWOOD TRUST REIT INC","Equity","0.00","4.39","90,502.00","397,303.78","397,303.78","Financials","2730877","US7580754023","New York Stock Exchange Inc."
"MMAC","MMA CAPITAL HOLDINGS INC","Equity","0.00","28.00","14,194.00","397,432.00","397,432.00","Financials","BQZJ3V5","US55315D1054","NASDAQ"
"ADTN","ADTRAN INC","Equity","0.00","10.67","37,309.00","398,087.03","398,087.03","Information Technology","2052924","US00738A1060","NASDAQ"
"LEVL","LEVEL ONE BANCORP INC","Equity","0.00","20.39","19,541.00","398,440.99","398,440.99","Financials","BFX1V23","US52730D2080","NASDAQ"
"AMSF","AMERISAFE INC","Equity","0.00","66.20","6,027.00","398,987.40","398,987.40","Financials","B0PPHS6","US03071H1005","NASDAQ"
"AGX","ARGAN INC","Equity","0.00","38.73","10,305.00","399,112.65","399,112.65","Industrials","2804501","US04010E1091","New York Stock Exchange Inc."
"ENVA","ENOVA INTERNATIONAL INC","Equity","0.00","17.83","22,175.00","395,380.25","395,380.25","Financials","BRYQ4L1","US29357K1034","New York Stock Exchange Inc."
"VEC","VECTRUS INC","Equity","0.00","52.58","7,510.00","394,875.80","394,875.80","Industrials","BQS2V17","US92242T1016","New York Stock Exchange Inc."
"CMTL","COMTECH TELECOMMUNICATIONS CORP","Equity","0.00","19.38","20,414.00","395,623.32","395,623.32","Information Technology","2215341","US2058262096","NASDAQ"
"FCEL","FUELCELL ENERGY INC","Equity","0.00","2.13","185,329.00","395,677.41","395,677.41","Industrials","BK6S6J8","US35952H6018","NASDAQ"
"HLIT","HARMONIC INC","Equity","0.00","5.92","66,809.00","395,843.33","395,843.33","Information Technology","2510659","US4131601027","NASDAQ"
"CBB","CINCINNATI BELL INC","Equity","0.00","14.66","26,821.00","393,195.86","393,195.86","Communication","BD5CWW7","US1718715022","New York Stock Exchange Inc."
"PACB","PACIFIC BIOSCIENCES OF CALIFORNIA","Equity","0.00","3.54","110,788.00","392,189.52","392,189.52","Health Care","B4N8MH9","US69404D1081","NASDAQ"
"RMBI","RICHMOND MUTUAL BANCORPORATION INC","Equity","0.00","11.00","35,820.00","394,020.00","394,020.00","Financials","BGMGBT3","US76525P1003","NASDAQ"
"AXL","AMERICAN AXLE AND MANUFACTURING HO","Equity","0.00","4.52","86,729.00","392,015.08","392,015.08","Consumer Discretionary","2382416","US0240611030","New York Stock Exchange Inc."
"CPRX","CATALYST PHARMACEUTICALS INC","Equity","0.00","4.81","81,516.00","392,091.96","392,091.96","Health Care","B1G7Q03","US14888U1016","NASDAQ"
"LOOP","LOOP INDUSTRIES INC","Equity","0.00","7.70","50,606.00","389,666.20","389,666.20","Materials","BYSW2T8","US5435181046","NASDAQ"
"OSPN","ONESPAN INC","Equity","0.00","17.54","22,210.00","389,563.40","389,563.40","Information Technology","BFNSSD4","US68287N1000","NASDAQ"
"UNFI","UNITED NATURAL FOODS INC","Equity","0.00","11.04","34,979.00","386,168.16","386,168.16","Consumer Staples","2895163","US9111631035","New York Stock Exchange Inc."
"NVEC","NVE CORP","Equity","0.00","59.81","6,449.00","385,714.69","385,714.69","Information Technology","2072126","US6294452064","NASDAQ"
"ATNX","ATHENEX INC","Equity","0.00","9.50","40,764.00","387,258.00","387,258.00","Health Care","BF04FC3","US04685N1037","NASDAQ"
"DBD","DIEBOLD NIXDORF INC","Equity","0.00","5.78","66,476.00","384,231.28","384,231.28","Information Technology","2269229","US2536511031","New York Stock Exchange Inc."
"ECHO","ECHO GLOBAL LOGISTICS INC","Equity","0.00","18.04","21,234.00","383,061.36","383,061.36","Industrials","B4M7GZ3","US27875T1016","NASDAQ"
"DBI","DESIGNER BRANDS INC CLASS A","Equity","0.00","6.83","56,129.00","383,361.07","383,361.07","Consumer Discretionary","BJ9J282","US2505651081","New York Stock Exchange Inc."
"CASS","CASS INFORMATION SYSTEMS INC","Equity","0.00","43.48","8,827.00","383,797.96","383,797.96","Information Technology","2086558","US14808P1093","NASDAQ"
"BSTC","BIOSPECIFICS TECHNOLOGIES CORP","Equity","0.00","59.34","6,474.00","384,167.16","384,167.16","Health Care","2098832","US0909311062","NASDAQ"
"HEES","H AND E EQUIPMENT SERVICES INC","Equity","0.00","16.77","22,744.00","381,416.88","381,416.88","Industrials","B0WR848","US4040301081","NASDAQ"
"MBIN","MERCHANTS BANCORP REPRESENTIN","Equity","0.00","16.71","22,844.00","381,723.24","381,723.24","Financials","BYZ1PQ6","US58844R1086","NASDAQ"
"PBFS","PIONEER BANCORP INC","Equity","0.00","10.30","37,072.00","381,841.60","381,841.60","Financials","BK8QFH1","US7235611065","NASDAQ"
"VVI","VIAD CORP","Equity","0.00","25.73","14,848.00","382,039.04","382,039.04","Industrials","B01KGF5","US92552R4065","New York Stock Exchange Inc."
"UEC","URANIUM ENERGY CORP","Equity","0.00","1.18","323,983.00","382,299.94","382,299.94","Energy","B0VLLY2","US9168961038","Nyse Mkt Llc"
"UEIC","UNIVERSAL ELECTRONICS INC","Equity","0.00","42.54","8,992.00","382,519.68","382,519.68","Consumer Discretionary","2911683","US9134831034","NASDAQ"
"PTLA","PORTOLA PHARMACEUTICALS INC","Equity","0.00","7.22","52,409.00","378,392.98","378,392.98","Health Care","B93PNR2","US7370101088","NASDAQ"
"XCUR","EXICURE INC","Equity","0.00","2.17","174,823.00","379,365.91","379,365.91","Health Care","BG0Q4Y1","US30205M1018","NASDAQ"
"GSAT","GLOBALSTAR VOTING INC","Equity","0.00","0.33","1,149,947.00","379,482.51","379,482.51","Communication","B1GHPM8","US3789734080","Nyse Mkt Llc"
"NX","QUANEX BUILDING PRODUCTS CORP","Equity","0.00","13.13","28,591.00","375,399.83","375,399.83","Industrials","B2QXCJ9","US7476191041","New York Stock Exchange Inc."
"RGS","REGIS CORP","Equity","0.00","12.77","29,438.00","375,923.26","375,923.26","Consumer Discretionary","2730327","US7589321071","New York Stock Exchange Inc."
"KREF","KKR REAL ESTATE FINANCE INC TRUST","Equity","0.00","16.61","22,695.00","376,963.95","376,963.95","Financials","BF0YMC2","US48251K1007","New York Stock Exchange Inc."
"KURA","KURA ONCOLOGY INC","Equity","0.00","15.59","24,198.00","377,246.82","377,246.82","Health Care","BYZD465","US50127T1097","NASDAQ"
"AKTS","AKOUSTIS TECHNOLOGIES INC","Equity","0.00","8.94","42,205.00","377,312.70","377,312.70","Information Technology","BX9F8B3","US00973N1028","NASDAQ"
"STFC","STATE AUTO FINANCIAL CORP","Equity","0.00","27.16","13,907.00","377,714.12","377,714.12","Financials","2841898","US8557071052","NASDAQ"
"CRBP","CORBUS PHARMACEUTICALS HOLDINGS IN","Equity","0.00","6.45","57,959.00","373,835.55","373,835.55","Health Care","BRYGB65","US21833P1030","NASDAQ"
"ASMB","ASSEMBLY BIOSCIENCES INC","Equity","0.00","18.42","20,305.00","374,018.10","374,018.10","Health Care","BP4WW00","US0453961080","NASDAQ"
"AMEH","APOLLO MEDICAL HOLDINGS INC","Equity","0.00","15.95","23,481.00","374,521.95","374,521.95","Health Care","BX3SQS1","US03763A2078","NASDAQ"
"PDFS","PDF SOLUTIONS INC","Equity","0.00","17.22","21,786.00","375,154.92","375,154.92","Information Technology","2782425","US6932821050","NASDAQ"
"GES","GUESS INC","Equity","0.00","9.66","38,841.00","375,204.06","375,204.06","Consumer Discretionary","2387109","US4016171054","New York Stock Exchange Inc."
"KOS","KOSMOS ENERGY LTD","Equity","0.00","1.44","258,598.00","372,381.12","372,381.12","Energy","BHK15K6","US5006881065","New York Stock Exchange Inc."
"QUOT","QUOTIENT TECHNOLOGY INC","Equity","0.00","7.28","50,943.00","370,865.04","370,865.04","Consumer Discretionary","BYWCCM7","US7491191034","New York Stock Exchange Inc."
"PEBO","PEOPLES BANCORP INC","Equity","0.00","25.33","14,665.00","371,464.45","371,464.45","Financials","2679419","US7097891011","NASDAQ"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Equity","0.00","13.21","28,148.00","371,835.08","371,835.08","Consumer Discretionary","2861993","US6200711009","NASDAQ"
"CLNC","COLONY CREDIT REAL ESTATE INC CLAS","Equity","0.00","5.52","67,415.00","372,130.80","372,130.80","Financials","BG5QFQ5","US19625T1016","New York Stock Exchange Inc."
"CLW","CLEARWATER PAPER CORP","Equity","0.00","25.34","14,535.00","368,316.90","368,316.90","Materials","B3K9Z35","US18538R1032","New York Stock Exchange Inc."
"GTS","TRIPLE S MANAGEMENT CORP CLASS B","Equity","0.00","16.69","22,081.00","368,531.89","368,531.89","Health Care","B29GJQ1","PR8967491088","New York Stock Exchange Inc."
"OPBK","OPEN BANK","Equity","0.00","7.50","49,155.00","368,662.50","368,662.50","Financials","BD06KV9","US67109R1095","NASDAQ"
"APEI","AMERICAN PUBLIC EDUCATION INC","Equity","0.00","25.74","14,367.00","369,806.58","369,806.58","Consumer Discretionary","B292GM4","US02913V1035","NASDAQ"
"IMXI","INTERNATIONAL MONEY EXPRESS INC","Equity","0.00","8.91","41,552.00","370,228.32","370,228.32","Information Technology","BG216W6","US46005L1017","NASDAQ"
"IHRT","IHEARTMEDIA INC CLASS A","Equity","0.00","7.63","47,950.00","365,858.50","365,858.50","Communication","BJVR9Y9","US45174J5092","NASDAQ"
"SSP","EW SCRIPPS CLASS A","Equity","0.00","8.49","43,319.00","367,778.31","367,778.31","Communication","2862532","US8110544025","NASDAQ"
"ESQ","ESQUIRE FINANCIAL HOLDINGS INC","Equity","0.00","16.65","21,979.00","365,950.35","365,950.35","Financials","BD5G1Z5","US29667J1016","NASDAQ"
"TG","TREDEGAR CORP","Equity","0.00","17.20","21,320.00","366,704.00","366,704.00","Materials","2903345","US8946501009","New York Stock Exchange Inc."
"AMSWA","AMERICAN SOFTWARE INC CLASS A","Equity","0.00","16.84","21,810.00","367,280.40","367,280.40","Information Technology","2029575","US0296831094","NASDAQ"
"CNSL","CONSOLIDATED COMMUNICATIONS HOLDIN","Equity","0.00","6.14","59,228.00","363,659.92","363,659.92","Communication","B07LSQ7","US2090341072","NASDAQ"
"FLIC","FIRST OF LONG ISLAND CORP","Equity","0.00","17.34","21,006.00","364,244.04","364,244.04","Financials","2355913","US3207341062","NASDAQ"
"WSC","WILLSCOT CORP","Equity","0.00","11.98","30,153.00","361,232.94","361,232.94","Industrials","BF6QP89","US9713751264","NASDAQ"
"MCB","METROPOLITAN BANK HOLDING CORP","Equity","0.00","27.90","12,983.00","362,225.70","362,225.70","Financials","BDBRDR8","US5917741044","New York Stock Exchange Inc."
"BATRA","LIBERTY MEDIA LIBERTY BRAVES CORP","Equity","0.00","22.45","16,139.00","362,320.55","362,320.55","Communication","BD72H53","US5312297063","NASDAQ"
"CFB","CROSSFIRST BANKSHARES INC","Equity","0.00","10.29","35,239.00","362,609.31","362,609.31","Financials","BK0XBX8","US22766M1099","NASDAQ"
"MYFW","FIRST WESTERN FINANCIAL INC","Equity","0.00","12.50","29,013.00","362,662.50","362,662.50","Financials","BDD1B52","US33751L1052","NASDAQ"
